iter	RMSE
311	0.2616757764
312	0.2610548412
313	0.2608327468
314	0.2606029779
315	0.2603295708
316	0.2599343976
317	0.2592820987
318	0.2588587792
319	0.2587410007
320	0.2580880385
321	0.2579650161
322	0.2576134801
323	0.2572258037
324	0.2567474409
325	0.256384893
326	0.2560478955
327	0.2556848882
328	0.2552872848
329	0.2548321675
330	0.2547008648
331	0.2546524606
332	0.2542987997
333	0.2542386881
334	0.2538703777
335	0.2536927627
336	0.2536219419
337	0.2534587806
338	0.2533003341
339	0.2530160203
340	0.2528257457
341	0.2524880725
342	0.2524014159
343	0.2519478913
344	0.2513767853
345	0.2506998494
346	0.2503078249
347	0.2502293315
348	0.2499957068
349	0.2495977745
350	0.2493776147
351	0.2492283302
352	0.2487665286
353	0.2486904126
354	0.2484691668
355	0.248240703
356	0.2479258837
357	0.2476025202
358	0.2473129259
359	0.2470964822
360	0.246624341
361	0.2464982538
362	0.2463441093
363	0.2460827151
364	0.245614014
365	0.2454013201
366	0.245288431
367	0.2451964313
368	0.2449512906
369	0.2446162216
370	0.2445046132
371	0.2442346542
372	0.2434067752
373	0.243257628
374	0.2429215274
375	0.2427222447
376	0.2423694849
377	0.2419723049
378	0.2415497211
379	0.2413845756
380	0.2412811665
381	0.2407739329
382	0.2406534814
383	0.2398616351
384	0.2395790174
385	0.2395256923
386	0.239302601
387	0.2390065851
388	0.2388835486
389	0.2384917277
390	0.2383245332
391	0.2380484518
392	0.2378593253
393	0.237740821
394	0.2373214069
395	0.2370715037
396	0.2367511875
397	0.2360070233
398	0.2358803436
399	0.235667041
400	0.235117597
401	0.2349230288
402	0.2347603207
403	0.2341042168
404	0.2338231915
405	0.2336341278
406	0.2335160352
407	0.2331992087
408	0.233075665
409	0.2328739548
410	0.2327185883
411	0.232409165
412	0.2322281923
413	0.2316762557
414	0.231399094
415	0.2312044785
416	0.2308464577
417	0.2306844011
418	0.2303767396
419	0.2301459536
420	0.2297369209
421	0.2293816412
422	0.2291802477
423	0.2288184948
424	0.228454623
425	0.2282952273
426	0.2277767607
427	0.2277205506
428	0.2270503141
429	0.2266647041
430	0.2265940587
431	0.2260410427
432	0.225726028
433	0.2256879363
434	0.2252088833
435	0.2248558964
436	0.2244431955
437	0.2241190122
438	0.2237806832
439	0.223456501
440	0.2231125362
441	0.2230441916
442	0.2224806837
443	0.2220685043
444	0.2217392258
445	0.2215147511
446	0.2213590499
447	0.2213249933
448	0.2211206082
449	0.2209613854
450	0.2207655481
451	0.2206776419
452	0.2204739376
453	0.2203716776
454	0.220115928
455	0.2200830397
456	0.2200173702
457	0.219592079
458	0.2194942
459	0.2192148894
460	0.2191192991
461	0.2189636051
462	0.2186881892
463	0.2181662665
464	0.217711971
465	0.2175813467
466	0.2174175329
467	0.2171274981
468	0.2168875034
469	0.2168376228
470	0.2165868481
471	0.2164206978
472	0.2161654378
473	0.2159997227
474	0.2157819122
475	0.2157472238
476	0.2154959736
477	0.2153393847
478	0.2150575722
479	0.2148430533
480	0.2146682938
481	0.2144957322
482	0.2142187717
483	0.2141181719
484	0.2138526982
485	0.2133481877
486	0.2130075634
487	0.2127576426
488	0.2125080383
489	0.2122675747
490	0.2119749418
491	0.2119069117
492	0.2116433447
493	0.2116076981
494	0.2114177454
495	0.2113312276
496	0.2112790425
497	0.2112559586
498	0.2109781621
499	0.2105716426
500	0.2104349056
501	0.2102313869
502	0.2101226639
503	0.2099097971
504	0.2096027871
505	0.2093156367
506	0.2090096722
507	0.2088274498
508	0.2086017469
509	0.2085324887
510	0.2083914192
511	0.208137584
512	0.2078480572
513	0.2076900713
514	0.2075500838
515	0.2074195639
516	0.2073063039
517	0.2071125312
518	0.2069791493
519	0.2067426962
520	0.2066831832
521	0.2065292059
522	0.2064239324
523	0.2061001307
524	0.205942014
525	0.205646413
526	0.2055922295
527	0.2052528637
528	0.20498681
529	0.2048425794
530	0.2046247995
531	0.2044525911
532	0.2042393285
533	0.2041097962
534	0.2036698083
535	0.2033292135
536	0.2032939506
537	0.2030860764
538	0.2029537211
539	0.2027525359
540	0.2022513903
541	0.2019846255
542	0.2018662005
543	0.2016689157
544	0.2014029885
545	0.2013132707
546	0.2011008301
547	0.2008713031
548	0.2007750436
549	0.2003843729
550	0.2002810018
551	0.2001377443
552	0.2000368491
553	0.1999569283
554	0.1998209113
555	0.1995472475
556	0.199429239
557	0.199328601
558	0.1991998055
559	0.1989483463
560	0.1988622698
561	0.198680696
562	0.198523465
563	0.1982611102
564	0.1978534216
565	0.1974706952
566	0.1973982549
567	0.197057655
568	0.1966940826
569	0.1963421286
570	0.1962512733
571	0.1960731392
572	0.1958607623
573	0.1956770613
574	0.1955541134
575	0.1953604714
576	0.1951678599
577	0.1949578326
578	0.1947795455
579	0.1945500843
580	0.1944188508
581	0.1941711915
582	0.1939338441
583	0.1937562888
584	0.1933482889
585	0.1932118716
586	0.192978025
587	0.1929364096
588	0.1928997583
589	0.1928553244
590	0.1925537333
591	0.1922171584
592	0.1919839046
593	0.1915707022
594	0.1913947886
595	0.1913325
596	0.1912008058
597	0.1908766427
598	0.1907911632
599	0.1906934233
600	0.1904779305
601	0.190405487
602	0.190173843
603	0.1900473434
604	0.1896994724
605	0.1895113107
606	0.189167775
607	0.1890244484
608	0.1889486687
609	0.188711442
610	0.1885222026
611	0.1882269936
612	0.1881194552
613	0.188028765
614	0.1878632187
615	0.1878057652
616	0.1876235254
617	0.1874308951
618	0.1872439185
619	0.1870011746
620	0.1868401055
621	0.186648732
622	0.1864404509
623	0.1862878222
624	0.1861635587
625	0.185965722
626	0.1857965954
627	0.1856178832
628	0.1854685049
629	0.1854320771
630	0.1853150924
631	0.1851739041
632	0.1849722814
633	0.1848365159
634	0.1845344258
635	0.1842656478
636	0.1841901238
637	0.1840810649
638	0.1839170823
639	0.1838388276
640	0.1836719182
641	0.1835004212
642	0.183362302
643	0.1832024398
644	0.1829502815
645	0.1827867617
646	0.1824297808
647	0.1823543322
648	0.1820868078
649	0.1818222068
650	0.1816399052
651	0.1815009974
652	0.1812871351
653	0.1812012571
654	0.1810243794
655	0.1809892434
656	0.1808890914
657	0.1805355493
658	0.1805152074
659	0.1803595109
660	0.1801902417
661	0.18002245
662	0.1799494056
663	0.1797967905
664	0.1795531125
665	0.1793607759
666	0.1792031844
667	0.1790692754
668	0.1789643109
669	0.1788761589
670	0.1787884968
671	0.1787183269
672	0.1785107754
673	0.1782513456
674	0.1780697207
675	0.1779878233
676	0.1779252791
677	0.1778737494
678	0.1777137907
679	0.177383357
680	0.1772115834
681	0.1771805332
682	0.1770004321
683	0.1768605786
684	0.1766411936
685	0.1764827024
686	0.1764524811
687	0.1761598137
688	0.1759187813
689	0.1756874919
690	0.175558
691	0.1753507221
692	0.1750064809
693	0.1748033439
694	0.1747013292
695	0.1746506561
696	0.1743505159
697	0.1741964556
698	0.1739275108
699	0.1736789484
700	0.1733641695
701	0.1731466201
702	0.173065987
703	0.1730221764
704	0.1729067669
705	0.1727206752
706	0.172597054
707	0.1725410946
708	0.1725125696
709	0.1722936749
710	0.1722037131
711	0.1718926225
712	0.1717415064
713	0.1715633295
714	0.1712828331
715	0.1710894874
716	0.1707537653
717	0.1706208042
718	0.1705243993
719	0.1703725674
720	0.1703061962
721	0.1702046136
722	0.1701038656
723	0.169996429
724	0.1697859763
725	0.1695967017
726	0.1695119971
727	0.1692203532
728	0.1690418447
729	0.1688956466
730	0.1688788696
731	0.1687335825
732	0.1686146019
733	0.1685462858
734	0.1684780672
735	0.1683646924
736	0.168348254
737	0.1683208251
738	0.1682687589
739	0.1681586258
740	0.1681124565
741	0.1680240737
742	0.1675931758
743	0.1674599911
744	0.1671988117
745	0.1670808818
746	0.1669283981
747	0.1669015912
748	0.1667474816
749	0.1666011693
750	0.1664492011
751	0.1661168308
752	0.1660582264
753	0.1659357555
754	0.1657551556
755	0.165650364
756	0.1655465398
757	0.1655057276
758	0.1654914788
759	0.1654453745
760	0.1653282482
761	0.1651421195
762	0.1649294297
763	0.1646364077
764	0.1645695407
765	0.1644693816
766	0.1643566156
767	0.164060053
768	0.1640161811
769	0.1639136068
770	0.1638384612
771	0.1636376755
772	0.1634106411
773	0.163221034
774	0.1630274886
775	0.1628681781
776	0.1627413515
777	0.1624298894
778	0.1623834188
779	0.1622985686
780	0.1622646756
781	0.1619158857
782	0.1617687602
783	0.1614623977
784	0.1613593062
785	0.1611731964
786	0.1610499159
787	0.1609228058
788	0.1607145027
789	0.1605791887
790	0.1604413823
791	0.1604098112
792	0.1603903542
793	0.1602754306
794	0.1602076498
795	0.1600019423
796	0.1599029964
797	0.1598105967
798	0.1597242596
799	0.1596455927
800	0.1595468194
801	0.1594694292
802	0.1593493715
803	0.1591564339
804	0.1589846051
805	0.1589191351
806	0.158903979
807	0.1588207252
808	0.1587381211
809	0.1586442512
810	0.1585206718
811	0.1584416406
812	0.1583126161
813	0.1582076404
814	0.1580467251
815	0.1577549689
816	0.1577132622
817	0.157604324
818	0.157536774
819	0.1574709573
820	0.1572324715
821	0.1569382322
822	0.1566996021
823	0.156668234
824	0.1565359282
825	0.1564033534
826	0.1561358397
827	0.1559721764
828	0.1556508724
829	0.1553380107
830	0.1551691612
831	0.1550827883
832	0.1550449427
833	0.1549253228
834	0.1547803931
835	0.1545867453
836	0.1544729908
837	0.1542294582
838	0.1541233363
839	0.1539398853
840	0.153882364
841	0.1538218634
842	0.1537895987
843	0.153530431
844	0.1534012227
845	0.1531353326
846	0.1529752321
847	0.1528325805
848	0.1527090298
849	0.1524870872
850	0.1524632663
851	0.1521231044
852	0.1518267647
853	0.1516870822
854	0.1516199935
855	0.1512919505
856	0.1510378132
857	0.1510029754
858	0.1509435467
859	0.1508887977
860	0.1507896365
861	0.1506748372
862	0.150479702
863	0.1504345919
864	0.1501545158
865	0.1500666928
866	0.1499990818
867	0.1499293582
868	0.149810653
869	0.1496763899
870	0.1496156461
871	0.1493924076
872	0.149250373
873	0.1489333339
874	0.1488083732
875	0.1485953035
876	0.1484639333
877	0.1482487282
878	0.148109872
879	0.1480185012
880	0.147845448
881	0.147833413
882	0.147605671
883	0.1473046777
884	0.1472595154
885	0.1471791667
886	0.1470015504
887	0.1468813397
888	0.1466946407
889	0.1466108387
890	0.1465209619
891	0.1462945118
892	0.146168595
893	0.1460766656
894	0.1460367044
895	0.1459310116
896	0.1458159729
897	0.1457681453
898	0.1457234408
899	0.1455053426
900	0.1454102049
901	0.1452565015
902	0.1451604485
903	0.1449733226
904	0.1448841803
905	0.1447566899
906	0.1444309376
907	0.1443030998
908	0.1441970081
909	0.1441120824
910	0.1438644602
911	0.143758726
912	0.1437211836
913	0.1436558726
914	0.1435671757
915	0.1432535312
916	0.1431500642
917	0.1430733774
918	0.1429250356
919	0.1426566232
920	0.14252819
921	0.1424406795
922	0.1422736295
923	0.1422110203
924	0.1421233428
925	0.1420315874
926	0.1419221093
927	0.1418508579
928	0.1417215831
929	0.1416025929
930	0.1414971598
931	0.1414126742
932	0.141394533
933	0.1412977395
934	0.1412279141
935	0.141163033
936	0.1411031025
937	0.1410165296
938	0.1407759409
939	0.1406927074
940	0.1406338585
941	0.1405239286
942	0.1403749201
943	0.1401255302
944	0.1398761661
945	0.1397848994
946	0.1397728028
947	0.1396801721
948	0.1396653615
949	0.1394425223
950	0.1392893975
951	0.139179423
952	0.1391171575
953	0.1389827118
954	0.1389415042
955	0.1387225682
956	0.1386144209
957	0.1383680827
958	0.1382899118
959	0.1380322834
960	0.1379184924
961	0.1376712555
962	0.1375621303
963	0.1374661955
964	0.1374549029
965	0.1372426039
966	0.1371589155
967	0.1369533581
968	0.1368369422
969	0.1367229422
970	0.1366727726
971	0.1366349633
972	0.1365289356
973	0.1364139553
974	0.1363357728
975	0.136260245
976	0.1362348942
977	0.1361963523
978	0.1359504381
979	0.1357359031
980	0.1357244209
981	0.1356147203
982	0.1355255212
983	0.1354851111
984	0.1353573787
985	0.1352404784
986	0.1352305992
987	0.1351944381
988	0.1350187705
989	0.134937639
990	0.1348667801
991	0.1348162751
992	0.1347322105
993	0.1345140207
994	0.1345034897
995	0.1343014823
996	0.1341333152
997	0.1339098178
998	0.1337984994
999	0.1335993652
